"Acad Plan"	"Dept Descrshort"	"Dept Descrformal"	"Acad Plan Effdt"	"Acad Plan Percent Owned"	"Acad Plan Descr"
"UCSBSEAER"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & Comm StdBSEAero"
"UCSBSEAOS"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStd BSEAOSS"
"UCSBSEBE"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStd BSEBioE"
"UCSBSECE"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStd BSE C&E"
"UCSBSECHE"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStdBSEChemE"
"UCSBSECIV"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStd BSECivE"
"UCSBSECOM"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban &CommStd BSECompE"
"UCSBSECS"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban &CommStd BSECompS"
"UCSBSEELE"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban &CommStd BSEElecE"
"UCSBSEEP"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStdBSE EPhy"
"UCSBSEESS"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban &CommStd BSE ESS"
"UCSBSEIOP"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban &CommStd BSEIndOp"
"UCSBSEMAT"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStd BSEMatS"
"UCSBSEMEC"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban &CommStd BSEMechE"
"UCSBSENAV"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStdBSE NAME"
"UCSBSENER"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStd BSE NER"
"UCSBSENG"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & CommStd BS Eng"
"UCSBSLSA"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & Community StdBS"
"UCSBSMUS"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & Comm Std BS"
"UCSBTA"	"RESCO"	"College of L S & A Residential College"	"2009/11/16 00:00:00"	"100"	"Minor -Urban & Comm Std BTA"
"AAASARTAB"	"AfroAm&Af"	"Department of Afro-American and African Studies"	"1901/01/01 00:00:00"	"100"	"Minor -Afro Am & Africa St BA"
"AATDARTAB"	"Theatre An"	"Theatre And Drama"	"1901/01/01 00:00:00"	"100"	"Minor -Af Am Theat & Drama BA"
"ALCARTAB"	"Asian Lang"	"Asian Languages And Cultures"	"1901/01/01 00:00:00"	"100"	"Minor -Asian Lang & Cult BA"
"ANTHRARTAB"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BA"
"APIASARTAB"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"Minor -Asian/Pacific Isle BA"
"APPSTARTAB"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Applied Statistics BA"
"ASSTARTAB"	"Asian Lang"	"Asian Languages And Cultures"	"1901/01/01 00:00:00"	"100"	"Minor -Asian Studies BA"
"ASTARTAB"	"Astronomy"	"Astronomy Department"	"1901/01/01 00:00:00"	"100"	"Minor -Astron & Astrophys BA"
"BCHEARTAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BA"
"BIOANARTAB"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biolog Anthropology BA"
"BIOLARTAB"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BA"
"BIOPARTAB"	"Biophysics"	"Biophysics Research Division"	"1901/01/01 00:00:00"	"100"	"Minor -Biophyics BA"
"CCIVARTAB"	"Classical"	"Classical Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Class Civilization BA"
"CHEMARTAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BA"
"CHMSARTAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Meas Sci BA"
"CHPHARTAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BA"
"CLARCARTAB"	"Classical"	"Classical Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Class Archaeology BA"
"CLEEARTAB"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"1901/01/01 00:00:00"	"100"	"Minor -Cult & Lit ofE Euro BA"
"CLLCARTAB"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"1901/01/01 00:00:00"	"100"	"Minor -Czech Lan,Lit & Cul BA"
"COMPARTAB"	"Electrical"	"Electrical Engr & Computer Sci"	"1901/01/01 00:00:00"	"100"	"Minor -Computer Science BA"
"CRJUARTAB"	"RESCO"	"College of L S & A Residential College"	"1901/01/01 00:00:00"	"100"	"Minor -Crime & Justice BA"
"ECONARTAB"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BA"
"ECSARTAB"	"N East Std"	"Near Eastern Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Early Christian Std BA"
"EEBARTAB"	"Ecol & Ev"	"Ecology & Evolutionary Biology"	"1901/01/01 00:00:00"	"100"	"Minor -Ecology & Evol Biol BA"
"EESARTAB"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Minor -East European St BA"
"ENVGARTAB"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environment Geology BA"
"EPSARTAB"	"Philosophy"	"Philosophy Department"	"1901/01/01 00:00:00"	"100"	"Minor -Epist & Phil of Sci BA"
"ESGARTAB"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sciences Gen BA"
"FFSARTAB"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & Franc St BA"
"GAHARTAB"	"Women's St"	"Women's Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Gender & Health BA"
"GCHEMARTAB"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BA"
"GERSARTAB"	"Germanic L"	"Germanic Languages & Lit Dept"	"1901/01/01 00:00:00"	"100"	"Minor -German Studies BA"
"GLCHARTAB"	"Environmen"	"Program in the Environment"	"1901/01/01 00:00:00"	"100"	"Minor -Global Change BA"
"GLMSARTAB"	"ScArts&Cul"	"Screen Arts and Cultures"	"1901/01/01 00:00:00"	"100"	"Minor -Global Media Std BA"
"GPHLARTAB"	"Philosophy"	"Philosophy Department"	"1901/01/01 00:00:00"	"100"	"Minor -General Philosophy BA"
"HARTARTAB"	"History Of"	"History Of Art Department"	"1901/01/01 00:00:00"	"100"	"Minor -History of Art BA"
"HISTARTAB"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BA"
"HPHLARTAB"	"Philosophy"	"Philosophy Department"	"1901/01/01 00:00:00"	"100"	"Minor -Hist of Philosophy BA"
"INSTARTAB"	"Inter Inst"	"International Institute"	"1901/01/01 00:00:00"	"100"	"Minor -International Stds BA"
"JUDSTARTAB"	"Judaic Stu"	"Judaic Studies Program"	"1901/01/01 00:00:00"	"100"	"Minor -Judaic Studies BA"
"LACSARTAB"	"Latin Amer"	"Latin Amer & Carribean Studies"	"1901/01/01 00:00:00"	"100"	"Minor -Lat Am & Carib St BA"
"LGTQARTAB"	"Women's St"	"Women's Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Les,Gay,Bs,Tg,Q&SS BA"
"LINGARTAB"	"Linguistic"	"Department of Linguistics"	"1901/01/01 00:00:00"	"100"	"Minor -Linguistics BA"
"LLCAGARTAB"	"Classical"	"Classical Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Lan,Lit,Clt A Greec BA"
"LLCARARTAB"	"Classical"	"Classical Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Lan,Lit,Cult A Rome BA"
"LSTARTAB"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"Minor -Latina/o Studies BA"
"MAMARTAB"	"Philosophy"	"Philosophy Department"	"1901/01/01 00:00:00"	"100"	"Minor -Mind & Meaning BA"
"MANTARTAB"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Medical Anthropology BA"
"MATHARTAB"	"Mathematic"	"Mathematics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Mathematics BA"
"MEMSARTAB"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -Medieval & Early Mod BA"
"MENASARTAB"	"MidE&NAf"	"Center for Middle Eastern & North African Studies"	"1901/01/01 00:00:00"	"100"	"Minor -Mod Mid E & N Afr St BA"
"MESARTAB"	"Center For"	"Center For West European Studi"	"1901/01/01 00:00:00"	"100"	"Minor -Mod European Std BA"
"MGSARTAB"	"Classical"	"Classical Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Modern Greek Std BA"
"MPHLARTAB"	"Philosophy"	"Philosophy Department"	"1901/01/01 00:00:00"	"100"	"Minor -Moral & Polit Philos BA"
"MSARTAB"	"LS&A First"	"LS&A First Year Seminars"	"1901/01/01 00:00:00"	"100"	"Minor -Museum Studies BA"
"MUSARTAB"	"Music"	"School of Music, Theatre and Dance"	"1901/01/01 00:00:00"	"100"	"Minor -Music BA"
"NASARTAB"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"Minor -Native American Std BA"
"NELLARTAB"	"N East Std"	"Near Eastern Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -N East Lang & Cul BA"
"OCEANARTAB"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Oceanography BA"
"PALEOARTAB"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BA"
"PBIOARTAB"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Plant Biology BA"
"PCHEMARTAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BA"
"PHYARTAB"	"Physics De"	"Physics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Physics BA"
"PLLCARTAB"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"1901/01/01 00:00:00"	"100"	"Minor -Polish Lang,Lit,Cul BA"
"POLSCARTAB"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Science BA"
"PSJARTAB"	"RESCO"	"College of L S & A Residential College"	"1901/01/01 00:00:00"	"100"	"Minor -Peace & Soc Justice BA"
"RLLCARTAB"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"1901/01/01 00:00:00"	"100"	"Minor -Russian Lan,Lit,Cul BA"
"RUSSARTAB"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Minor -Russian Studies BA"
"SCANARTAB"	"Germanic L"	"Germanic Languages & Lit Dept"	"1901/01/01 00:00:00"	"100"	"Minor -Scandinavian St BA"
"SPLLCARTAB"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -Spanish Lan,Lit,Cul BA"
"STATARTAB"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BA"
"STSARTAB"	"RESCO"	"College of L S & A Residential College"	"1901/01/01 00:00:00"	"100"	"Minor -Science Tech & Soc BA"
"TTPARBAB"	"RESCO"	"College of L S & A Residential College"	"1901/01/01 00:00:00"	"100"	"Minor -Drama: Text to Perf BA"
"ULLCARTAB"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"1901/01/01 00:00:00"	"100"	"Minor -Ukrain Lang,Lit&Cul BA"
"0720PHD"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"1901/01/01 00:00:00"	"100"	"Atmos Ocean & Space Sc PhD"
"0720MS"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"1901/01/01 00:00:00"	"100"	"Atmos Ocean & Space Sc MS"
"0720MS1"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"1901/01/01 00:00:00"	"100"	"Atmos Ocean & Space Sc MS"
"0720"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"1901/01/01 00:00:00"	"100"	"Atmos Ocean & Space Sc"
"BIOPBSCLSA"	"Biophysics"	"Biophysics Research Division"	"1901/01/01 00:00:00"	"100"	"Minor -Biophysics BS Chem"
"0710"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"2009/12/24 00:00:00"	"100"	"Atmospheric & Space Sci"
"0710MS1"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"2009/12/24 00:00:00"	"100"	"Atmospheric & Space Sci MS"
"0710MS2"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"2009/12/24 00:00:00"	"100"	"Atmospheric & Space Sci MS"
"0710PHD"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"2009/12/24 00:00:00"	"100"	"Atmospheric & Space Sci PhD"
"0710PHD1"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"2009/12/24 00:00:00"	"100"	"Atmospheric & Space Sci PhD"
"2800MS2"	"Electrical"	"Electrical Engr & Computer Sci"	"2009/12/24 00:00:00"	"100"	"Electrical Engineering MS"
"2780PHD"	"Electrical"	"Electrical Engr & Computer Sci"	"2009/12/24 00:00:00"	"50"	"Elec Eng&Atm Ocean Sp Sci PhD"
"2780PHD"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"2009/12/24 00:00:00"	"50"	"Elec Eng&Atm Ocean Sp Sci PhD"
"6180PHD"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"2009/12/24 00:00:00"	"100"	"Oceanography: Physical PhD"
"6180MS"	"Atm, Ocean"	"Atm, Oceanic And Space Science"	"2009/12/24 00:00:00"	"100"	"Oceanography: Physical MS"
"8540ABLSA"	"Anthropolo"	"Anthropology Department"	"2010/01/11 00:00:00"	"100"	"Social Anthropology BA"
"8540BSLSA"	"Anthropolo"	"Anthropology Department"	"2010/01/11 00:00:00"	"100"	"Social Anthropology BS"
"8290ABLSA"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Russian, E Europ & Euras St BA"
"8290BSLSA"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Russian, E Europ & Euras St BS"
"8300ABLSA"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/01/12 00:00:00"	"100"	"Russian & E European St BA"
"8300BSLSA"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/01/12 00:00:00"	"100"	"Russian & E European St BS"
"2870MEG1"	"Int Sys&De"	"Integrative Systems and Design"	"1901/01/01 00:00:00"	"100"	"Energy Systems Engineer MEng"
"6850MEG1"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Pharmaceutical Engineerin MEng"
"0740"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Automotive Engineering"
"0740MEG1"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Automotive Engineering MEng"
"4780CGR"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"Latina/o Studies CGR"
"3210CGR"	"NR & E"	"Sch Of Nat Resources & Environ"	"1901/01/01 00:00:00"	"100"	"Environmental Justice CGR"
"5810MS1"	"Naval Arch"	"Naval Arch & Marine Engr Dept"	"1901/01/01 00:00:00"	"100"	"Naval Arch & Marine Eng MS"
"8290AM"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Russian, E Europ & Euras St MA"
"8290CGR"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Russian, E Eur & Euras St Cert"
"5950BSCLSA"	"Psychology"	"Psychology Department"	"1901/01/01 00:00:00"	"50"	"Neuroscience BS Chem"
"5950BSCLSA"	"Molec"	"Molecular, Cellular, and Developmental Biology"	"1901/01/01 00:00:00"	"50"	"Neuroscience BS Chem"
"ANTHBSCLSA"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BS Chem"
"8290"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Russian, E Eur & Euras St NDG"
"8290AM1"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Russian, E Europ & Euras St MA"
"4820JD15"	"Law School"	"Law School"	"1901/01/01 00:00:00"	"100"	"Juris Doctor"
"8290AM2"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Russian, E Europ & Euras St MA"
"1160MBA36"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"8290AM3"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Russian, E Europ & Euras St MA"
"5740MS5"	"NR & E"	"Sch Of Nat Resources & Environ"	"1901/01/01 00:00:00"	"100"	"Natural Res & Environment MS"
"8290AM4"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"1901/01/01 00:00:00"	"100"	"Russian, E Europ & Euras St MA"
"7880MPP21"	"SPP"	"School Of Public Policy"	"1901/01/01 00:00:00"	"100"	"Public Policy MPP"
"8300"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/02/02 00:00:00"	"100"	"Russian & E European St"
"8300AM"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/02/02 00:00:00"	"100"	"Russian & E European St MA"
"8300AM1"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/02/02 00:00:00"	"100"	"Russian & E European St MA"
"8300AM2"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/02/02 00:00:00"	"100"	"Russian & E European St MA"
"8300AM3"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/02/02 00:00:00"	"100"	"Russian & E European St MA"
"8300AM4"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/02/02 00:00:00"	"100"	"Russian & E European St MA"
"8300AM5"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/02/02 00:00:00"	"100"	"Russian & E European St MA"
"8300AM6"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/02/02 00:00:00"	"100"	"Russian & E European St MA"
"8300CGR"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"2010/02/02 00:00:00"	"100"	"Russian & E European St CertGr"
"1160MBA15"	"BUS AD"	"School of Business Administration"	"2010/02/02 00:00:00"	"100"	"Business Administration MBA"
"4820JD6"	"Law School"	"Law School"	"2010/02/02 00:00:00"	"100"	"Juris Doctor"
"5740MS2"	"NR & E"	"Sch Of Nat Resources & Environ"	"2010/02/02 00:00:00"	"100"	"Natural Res & Environment MS"
"7880MPP6"	"SPP"	"School Of Public Policy"	"2010/02/02 00:00:00"	"100"	"Public Policy MPP"
"4680MLA3"	"NR & E"	"Sch Of Nat Resources & Environ"	"2010/02/02 00:00:00"	"100"	"Landscape Architecture MLArch"
"0960PHD1"	"Biostatist"	"Biostatistics Department"	"1901/01/01 00:00:00"	"100"	"Biostatistics PhD"
"CSYSABLSA"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BA"
"CSYSBSLSA"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BS"
"CSYSABPP"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BA"
"CSYSARTAB"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BA"
"CSYSAUP"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BS"
"CSYSBBA"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BBA"
"CSYSBDA"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BDA"
"CSYSBFA"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BFA"
"CSYSBFAM"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BFA"
"CSYSBMA"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BMusA"
"CSYSBMU"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BMus"
"CSYSBNU"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BS"
"CSYSBSDH"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BS"
"CSYSBTA"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BTA"
"CSYSBSEAER"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BSE Aer"
"CSYSBSEAOS"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex SystemsBSE AOSS"
"CSYSBSEBE"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex SystemsBSE BioE"
"CSYSBSECE"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Systems BSE C&E"
"4610BFA7"	"Music"	"School of Music, Theatre and Dance"	"1901/01/01 00:00:00"	"100"	"Jazz Studies BFA"
"CSYSBSECHE"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Syst BSE Chem E"
"CSYSBSECIV"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex SystemsBSE CivE"
"CSYSBSECOM"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Syst BSE Comp E"
"CSYSBSECS"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Syst BSE Comp S"
"CSYSBSEELE"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Syst BSE Elec E"
"CSYSBSEEP"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Syst BSE E Phy"
"CSYSBSEESS"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex SystemsBSE ESS"
"CSYSBSEIOP"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Syst BSE Ind Op"
"CSYSBSEMAT"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Syst BSE Mat S"
"CSYSBSEMEC"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Syst BSE Mech E"
"CSYSBSENAV"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex SystemsBSE NAME"
"CSYSBSENER"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex Syst BSE Nuc E"
"CSYSBSENG"	"Complex"	"Program Study of Complex Systems"	"1901/01/01 00:00:00"	"100"	"Minor -Complex SystemsBS Eng"
"0470MSI8"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Archives & Records Mgmt MSI"
"4250MSI8"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Human Computer Interaction MSI"
"4860MSI8"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Library & Information Sci MSI"
"1800MSI"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Community Informatics MSI"
"4810MSI"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Infor Analysis & Retrieval MSI"
"5050MSI"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Information Policy MSI"
"8110MSI"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Preservation of Informat MSI"
"8520MSI"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"School Library Media MSI"
"9220MSI"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Tailored MSI"
"1160MBA37"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"0470MSI9"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Archives & Records Mgmt MSI"
"1800MSI1"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Community Informatics MSI"
"4250MSI9"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Human Computer Interaction MSI"
"4810MSI1"	"INFOR"	"School of Information"	"1901/01/01 00:00:00"	"100"	"Infor Analysis & Retrieval MSI"
